N,P,K,pH,Humidity,Rainfall,Temp_Jan,Temp_Feb,Temp_Mar,Temp_Apr,Temp_May,Temp_Jun,Temp_Jul,Temp_Aug,Temp_Sep,Temp_Oct,Temp_Nov,Temp_Dec,Soil_Type,Target
93.71990685061068,37.73202365680631,46.69116087998805,5.971615840254379,72.48934192471658,211.80162351955548,18.3,22.7,27.0,34.9,32.5,34.1,31.9,32.6,31.7,26.6,25.1,18.0,Alluvial,rice
77.49722948723996,53.333729330786525,46.73734940273382,6.964437183163511,69.40973805420442,211.21367884314938,25.4,26.4,27.0,27.6,26.5,25.0,25.3,19.6,25.6,26.5,21.0,24.2,Laterite,maize
63.09849959242057,57.6042130129739,39.67834881369879,8.511791315681556,87.2963514145528,290.2686813899182,26.5,33.4,29.9,30.6,30.3,28.0,26.8,26.7,28.1,27.0,27.1,27.1,Laterite,jute
69.68446824170248,63.23438608957389,33.25657970848678,7.048260404826883,86.11847703707535,247.17923837220337,18.9,21.7,23.3,30.1,33.3,34.3,31.8,30.8,29.6,26.1,23.4,16.0,Alluvial,cotton
18.139429827417814,32.584217770471504,10.436842936089114,6.080403985375403,95.05522834405949,104.50208076017186,27.2,24.7,24.3,28.6,29.1,27.3,21.3,22.9,20.3,23.7,24.5,22.8,Alluvial,coconut
28.555434492841925,15.719471323334162,34.58070653776639,6.7183503369483875,100.23877545155965,105.54514791572554,16.2,19.9,27.6,36.8,37.1,32.3,34.4,31.1,31.3,28.9,26.8,19.9,Laterite,papaya
18.73024871888894,11.177925112416736,9.446196328076734,6.196383697679409,81.91788587513682,70.91240648882247,21.2,20.4,26.2,31.3,35.5,29.8,33.2,30.6,29.1,26.2,24.2,18.5,Laterite,orange
120.10367546475388,138.85707055217125,179.6930964433645,6.097857028058881,59.10007551566967,99.81961925579638,3.8,2.9,4.7,7.6,14.0,13.5,14.5,15.1,15.9,11.3,4.5,-0.7,Forest,apple
101.36461132224346,21.35430881661155,52.32434954872851,6.485517872061648,20.169183913177218,52.08075203589135,16.3,22.3,26.6,33.8,34.3,29.7,29.2,28.7,28.2,24.9,26.1,16.6,Forest,muskmelon
109.6934508885784,13.413517043892696,44.73476955899087,6.48864688050279,22.402448739848776,44.37710720296677,17.7,21.6,30.7,31.0,34.4,34.1,26.9,30.9,28.0,30.3,23.3,18.5,Laterite,watermelon
74.61883816307451,14.010968401215447,46.30752392013946,6.263334486168943,65.5965274817406,75.77621314618203,23.7,24.7,28.9,32.0,33.5,26.7,22.8,27.6,29.2,24.8,28.9,26.4,Black,grapes
8.827019198890673,9.314189636254916,13.502730350803052,6.382254423875839,67.04463856287612,166.39745774163586,22.4,26.2,26.0,27.7,27.4,23.6,21.9,23.4,21.2,24.8,22.5,24.4,Forest,mango
96.8524935316802,87.67939575645087,43.82697096146943,6.70890216188182,85.87038501517524,92.45998446864853,18.6,25.9,24.1,33.6,35.3,31.0,29.1,27.8,23.8,24.5,21.3,19.3,Forest,banana
19.08670218501402,20.721854437745684,37.66065965484846,6.0469049311979814,20.778159025404264,75.25138995074592,18.2,23.5,30.9,34.3,36.6,35.9,33.3,32.4,32.4,26.6,26.2,19.6,Arid,pomegranate
22.036232268773027,72.61653437763734,79.26906646163357,5.937910145227431,18.797010598892765,103.31260279387051,15.9,20.9,28.3,32.3,35.7,30.0,26.9,29.4,28.1,27.3,18.8,16.1,Black,lentil
42.90549269881869,59.72614174529995,77.83392341285017,6.249623532492357,57.03561415397837,94.91742014403823,18.4,18.8,25.8,24.5,32.9,34.8,31.9,31.2,28.6,27.6,23.1,18.1,Forest,blackgram
17.41678552094466,52.24993003852509,21.49650030919531,6.5906671532365255,35.5200599151783,47.61019185231895,16.1,19.1,26.4,31.9,32.6,30.2,27.9,28.5,31.4,26.1,24.5,14.9,Arid,mungbean
20.63282208789498,36.35892582336727,20.792125260706875,6.508532300158711,48.01278566299351,52.29217293342197,15.5,21.8,22.9,32.2,34.4,33.1,29.4,26.0,30.0,25.2,22.0,17.3,Arid,mothbeans
20.813632187311846,64.68856852166115,83.87241729962228,5.313312460142443,77.47630786999785,138.58608639308707,25.7,27.0,28.3,31.8,32.7,27.4,26.0,23.1,26.1,29.0,24.3,27.1,Arid,pigeonpeas
21.006565249894038,68.27127492647371,91.15917306437218,5.301715339453701,68.47173811631552,73.05640772445214,2.5,-0.2,8.5,10.9,12.4,15.5,13.6,10.4,12.6,6.7,5.8,0.2,Forest,kidneybeans
18.296563612359108,62.7071692334345,80.93781578553795,4.982308179982821,20.60388646817743,83.06831436191693,16.2,20.6,28.4,32.8,37.4,31.8,29.0,32.5,31.8,29.4,23.3,19.1,Black,chickpea
113.15183147961227,38.461484372711666,22.545459435313532,7.1589301447938425,59.446221812583815,147.08210596399627,13.6,22.1,26.9,30.5,35.5,32.3,28.1,26.2,31.1,24.1,22.8,18.4,Arid,coffee
79.85985502651164,39.50786145122164,39.67347636657066,6.033808001702549,77.50382227622391,175.4050603705575,13.4,18.8,27.0,33.8,35.4,32.2,30.4,28.5,26.7,26.5,26.7,19.7,Alluvial,rice
79.97427194014595,56.210924007300974,36.294306791992476,6.9318359378301455,73.9400715387947,224.3130909780331,22.9,25.2,26.9,26.8,25.5,20.5,16.9,17.4,21.3,25.6,22.1,24.9,Black,maize
57.19228096055764,51.32309103782384,43.604136988031364,8.797947114953311,91.72775711723159,238.1184068458574,18.8,20.2,27.0,34.9,37.4,34.4,31.8,30.8,29.1,28.4,25.2,20.0,Black,jute
80.49704217800274,55.67459436959901,43.11231994502121,6.394938326647021,73.72120497493111,265.69587247214434,6.8,2.1,8.6,8.3,17.2,21.0,15.2,11.3,12.8,11.0,5.7,5.0,Red,cotton
22.40752936222211,31.821642947919017,9.71643955015532,5.818316901949129,95.68415579316911,99.8132778461689,24.8,27.9,29.5,29.3,29.3,26.8,25.8,24.5,25.2,28.1,23.2,23.5,Laterite,coconut
27.22566529464488,16.39676916801613,33.62757049079358,7.624326215780345,98.6556969412331,116.84063209723249,0.3,-1.1,6.0,16.7,13.2,17.3,14.4,12.2,13.9,10.7,9.2,2.2,Black,papaya
17.224506560557337,10.5171706730008,9.191832718415649,7.042188226658878,76.74032568476855,90.56788668681942,15.0,21.0,24.2,32.0,32.9,32.5,31.5,29.2,31.3,29.5,23.8,12.6,Alluvial,orange
108.61322369283685,133.38270535972708,226.21682871263903,6.611322974481913,67.87331260773323,87.99597215539188,24.8,29.0,28.2,30.3,31.4,25.5,24.1,24.3,27.0,23.1,28.5,28.0,Arid,apple
102.818323761047,21.071730774459553,45.884265528232355,6.535005452162728,19.213515635768857,55.11454137665181,18.0,17.8,24.8,31.0,32.0,30.1,28.7,31.4,29.4,29.9,22.2,18.0,Laterite,muskmelon
106.41618163443238,13.746243381927425,53.198403930288954,6.171123611594336,27.892172232135092,56.95647398353083,13.5,26.7,26.4,30.3,36.2,33.2,30.0,32.4,28.3,24.3,22.7,19.5,Alluvial,watermelon
62.56821950915898,14.082494429695535,44.60580871653167,6.813745651269193,62.91489195577803,60.75132633093257,18.7,24.7,24.6,34.3,35.0,33.2,26.4,33.7,29.7,28.5,26.2,14.5,Alluvial,grapes
11.372788889023749,9.180459174587007,15.655405779526967,5.892173088671955,53.970451811321865,144.99545783025434,18.8,20.7,26.3,32.0,38.2,33.2,29.0,29.1,31.7,28.5,24.7,18.9,Arid,mango
93.91539004785783,80.18553464952191,54.81575811431999,5.561624037447459,77.51846294495901,98.85317723744632,18.1,16.1,25.3,31.2,34.8,28.1,24.8,28.9,27.1,28.5,23.8,12.8,Black,banana
20.010571266585337,18.067073901815593,39.22908832645013,5.473089820683173,21.08665148621622,76.1983106075899,13.7,20.8,24.2,32.6,31.7,30.2,25.3,26.3,27.9,26.8,22.4,15.7,Red,pomegranate
18.4670350626584,72.7285111210685,89.44978956187506,6.877899257444961,19.89379641959692,102.2606499883584,26.1,28.8,27.7,29.4,26.9,22.6,21.9,22.1,24.8,26.2,22.9,27.6,Red,lentil
36.56665565093246,66.28810294130285,70.061741254879,6.580081123630721,59.42748236439995,108.14181533145918,17.6,18.8,21.9,31.5,38.7,32.3,29.7,28.5,27.0,25.8,26.7,15.5,Alluvial,blackgram
21.870877247778836,48.42930295179701,22.0860060869132,7.9079723731396605,42.18986754057917,54.30067230354063,22.8,21.4,23.1,28.5,26.1,21.4,25.7,21.6,26.0,22.1,24.3,25.5,Laterite,mungbean
18.389232893276308,40.818151931302076,18.870724554467774,6.127174149466475,45.12943566397244,46.336192358266885,0.8,4.8,5.3,11.0,12.6,15.9,16.6,12.6,15.2,5.5,9.0,5.4,Red,mothbeans
22.17818772616182,60.324828629084685,86.63204408166155,5.7458864648909485,79.03074957313432,135.84319664052526,17.0,22.0,28.0,33.1,31.6,34.9,28.2,30.2,28.2,29.4,19.8,18.7,Black,pigeonpeas
20.734718879136857,77.4117764698661,82.66712535935989,5.00406766689078,65.59222355877704,71.57673645894762,-0.6,1.9,7.3,9.2,17.0,12.8,18.1,15.5,11.1,11.7,5.9,1.6,Forest,kidneybeans
18.70794186834178,73.89384809006918,83.12213290649227,5.032586173069758,17.27518674137352,88.74757844305921,23.8,25.0,31.8,26.1,28.8,25.3,21.2,20.9,21.0,27.0,22.1,24.6,Red,chickpea
92.07422687191679,41.76136536049795,21.07548665247045,5.731902784759963,53.29265474598305,163.12807163086748,23.9,26.6,24.5,28.5,27.7,21.8,22.0,22.1,23.4,24.0,23.2,23.7,Black,coffee
88.97643065901353,42.220888283194974,44.28138421687829,7.132843090514638,81.84118543448155,221.3412562015346,26.7,26.5,32.0,31.6,28.9,21.0,28.1,23.6,24.0,29.3,24.7,26.5,Laterite,rice
76.19400507211344,57.647817467667586,39.91033850785867,7.533564358716866,77.74505996597817,226.86499825073776,18.2,21.0,28.0,31.4,30.1,33.0,30.3,29.4,29.4,26.9,26.5,18.5,Forest,maize
57.89532082024238,54.10109994359763,44.148252412877426,8.302282937231194,93.32549635378383,268.1667986412837,25.4,26.7,28.4,28.8,32.0,25.6,23.5,29.3,23.0,25.4,27.9,28.5,Laterite,jute
83.5314887916464,65.1829635818095,42.07933533595769,6.861932612516291,78.96024732496001,236.4194658147878,21.1,19.4,19.2,33.1,30.9,31.2,29.2,31.9,30.3,25.0,21.5,21.0,Red,cotton
20.31518716245747,33.37536329347636,10.648843607017058,5.531681582884602,96.59975459545986,91.67925609932713,16.9,23.4,22.6,28.9,36.3,34.0,30.2,25.9,31.1,23.6,25.8,16.6,Alluvial,coconut
33.48253190560177,13.47909756897603,35.903895714930115,6.186529438667843,80.124163048533,99.23608546338707,20.5,22.8,28.6,35.6,39.9,34.9,27.3,36.5,34.8,26.7,26.7,18.6,Red,papaya
19.26125199040274,8.691772266809823,8.685574863898225,6.367086793585803,90.44156471445352,73.31889308250953,15.4,20.3,26.4,34.3,36.5,33.4,31.7,30.8,28.9,25.3,26.2,24.7,Red,orange
136.16629174776148,136.57035914226572,178.66326893468343,6.800051300907105,58.08179600148102,90.91907643898956,15.7,19.5,26.5,29.7,35.0,33.5,32.1,28.1,27.1,24.6,25.0,16.0,Laterite,apple
88.57506267919098,17.788186176142368,44.41689071302005,5.277282587225665,20.66647186078444,53.36802349529217,26.0,24.8,25.6,29.0,28.7,22.6,23.0,21.7,24.9,27.0,22.7,25.0,Arid,muskmelon
107.6376852593826,16.982355846466092,47.41038724394311,7.004665713738022,22.12596423367114,44.180080419650004,17.5,17.1,28.0,35.3,33.5,32.7,27.9,26.7,28.2,27.4,21.0,18.2,Forest,watermelon
69.33292812659306,16.767737986375906,42.43509977996263,6.3152960843577635,60.59221272063102,69.45927913025604,12.2,18.3,21.7,32.1,29.1,29.9,28.3,26.1,26.9,27.6,22.2,18.1,Alluvial,grapes
10.290555751376882,9.142514444208246,13.967055679592757,6.162514928345809,65.22336966335394,133.55356220290247,16.8,20.0,26.6,33.1,35.9,30.9,29.4,26.2,26.1,27.7,18.4,18.6,Red,mango
112.32781506722354,79.37744881785157,56.794906734117234,6.161694239045288,76.96884921424028,105.5000959150471,21.6,30.7,25.7,27.3,26.7,24.3,23.0,20.5,23.4,23.9,25.6,25.7,Black,banana
17.897191626224508,18.17021250256659,37.449520573667385,5.797080808003282,20.331852261559654,74.38360144121289,15.6,18.0,25.4,28.6,35.6,27.9,27.4,27.6,27.8,23.3,22.2,18.7,Forest,pomegranate
19.69753411271848,66.68403315279642,73.97898101888545,6.732777454117089,18.227981354811828,104.63206361672314,26.4,25.9,26.5,30.6,28.7,21.9,21.0,22.3,24.0,24.9,27.0,23.6,Laterite,lentil
41.634788360259634,56.04595110026272,71.8175923007795,6.994646563668865,63.40251321454407,86.7046019801409,26.1,26.2,30.0,24.8,31.2,25.4,27.9,21.8,23.8,27.9,21.3,25.7,Forest,blackgram
22.726172994402887,50.968329336417604,22.296552133862818,6.616937677298544,40.093332676948535,52.00079927220103,16.1,17.4,24.8,24.8,30.9,29.9,26.4,28.0,28.0,23.2,23.1,19.7,Forest,mungbean
20.957616261629333,45.15382509883581,17.224326194425036,6.416033018520991,56.6277759729129,44.11999656915964,16.2,22.8,29.9,33.9,34.3,30.3,28.5,30.2,29.2,31.0,19.4,20.7,Arid,mothbeans
19.065798281384907,71.95013903571011,69.45977487287341,6.464462479046094,72.28167408394218,162.9313934049361,23.8,30.4,29.3,28.0,28.1,23.6,27.9,22.7,25.2,24.8,25.3,24.6,Arid,pigeonpeas
20.17346268865993,69.46833945116715,83.2808689390059,4.998295095174656,68.46424482810387,87.6220837138356,14.1,20.5,26.7,30.8,32.5,29.4,28.8,27.9,26.2,24.0,25.3,17.0,Arid,kidneybeans
17.823375040140593,65.38648870779849,75.47089319647968,5.087496507287055,19.163778928587305,85.15051853445031,26.0,27.6,27.0,28.1,30.1,22.1,24.1,22.4,25.8,21.5,24.8,23.7,Alluvial,chickpea
111.05769985215208,45.41081765335292,21.649871776297584,6.109048491059937,54.373230018166126,144.59314020891125,1.2,3.1,9.9,7.6,15.4,14.9,10.6,14.6,12.1,10.8,4.5,1.2,Laterite,coffee
80.0097960533021,47.233821722601384,40.30722180611889,5.798643718556373,83.46449228020344,196.2611818423242,27.6,28.2,29.9,29.2,31.1,31.7,23.4,25.0,24.4,27.5,24.8,26.2,Forest,rice
77.29267863380026,51.69443689674236,42.600886345515875,7.797174953801926,91.31396180536285,240.3013058549215,20.0,22.1,26.9,31.5,33.6,34.9,28.6,32.5,28.3,27.9,24.3,22.6,Red,maize
60.32553537427518,55.93178457758437,44.168007072434754,7.925429009462724,84.7042156578074,241.4825703958067,-0.8,3.1,4.5,11.1,16.1,15.2,14.3,10.2,12.9,9.6,6.7,3.2,Black,jute
81.57689066199208,59.81513211276099,41.145966989294706,7.507661111682077,81.42076409843715,250.90937751866366,27.6,30.9,28.1,28.3,31.0,20.6,21.2,23.7,24.9,26.2,26.1,22.6,Laterite,cotton
21.779395673411873,32.253904927946024,8.609630740793389,5.167200734751217,74.63738129334789,93.75025813215346,19.3,20.6,27.3,34.8,34.4,31.7,30.2,29.8,32.6,28.0,23.4,19.8,Forest,coconut
27.193822281295414,16.445900391330824,37.218591817075634,7.5034628596911706,79.23134388389917,117.93339027968904,19.8,17.7,25.8,32.6,38.0,30.4,27.2,27.9,27.2,23.6,26.6,17.4,Alluvial,papaya
21.683366136470966,10.738017705889167,9.73939994143452,5.599354930870979,76.98198720080553,80.2348854985278,25.0,28.5,26.2,28.3,31.2,26.5,22.8,21.7,22.9,25.4,25.3,25.6,Arid,orange
123.02683149096113,118.8885930790722,194.54331629855028,6.594730630780211,53.93257011829283,102.68696714024541,15.9,21.6,29.0,31.3,31.5,33.1,29.5,26.2,29.4,22.5,20.9,17.2,Forest,apple
101.77723536942179,22.296096734532725,49.024899286122185,6.767265980970425,20.56809260767832,54.1836544275869,0.4,1.9,4.0,9.8,17.5,14.9,17.3,11.2,13.1,9.7,3.1,2.1,Black,muskmelon
108.67186749007669,15.150858744139699,54.88770631287312,5.745175702097626,22.786164599947416,50.36919308529737,17.9,21.8,29.5,31.4,36.2,31.2,30.5,31.8,29.4,23.2,28.0,19.7,Red,watermelon
61.991994612405065,13.301781478556661,41.45703477351732,5.940195756536063,61.563577294786384,73.3030273712001,15.7,19.6,28.5,32.9,36.2,31.8,28.8,31.5,27.0,25.2,23.3,16.4,Red,grapes
8.801443885552361,10.948491135995713,13.737342548675302,6.212251440872372,65.28229001351626,166.85018566317248,19.4,20.8,26.9,34.5,36.3,34.3,30.8,33.1,31.7,27.2,24.7,15.0,Black,mango
103.32962173438247,68.90801863377006,52.80696000530304,5.828271590595165,78.04288304775744,105.04343033952242,23.5,26.1,27.5,28.4,29.3,26.8,25.3,22.2,24.4,24.6,26.2,23.3,Arid,banana
22.24333127279184,20.61296030274817,37.409606577605864,5.867246250399214,20.30653681078367,60.72181161748473,22.8,23.3,26.3,29.2,27.1,22.9,22.8,22.2,23.5,24.8,19.5,20.5,Black,pomegranate
21.607591980678684,63.259187057305844,81.70567565702386,7.378943904137704,22.10299872670552,107.72159387455706,26.3,24.9,29.1,28.0,27.3,23.9,21.4,23.0,21.7,24.4,22.8,20.7,Red,lentil
35.53487018067264,64.92206569598498,88.10734468888836,5.9394751647191475,63.598233659663904,99.87479019598932,19.0,18.8,25.8,31.0,32.7,31.2,25.3,30.4,31.0,24.8,22.5,17.1,Black,blackgram
19.99742402092048,49.87035748570584,18.058035057588594,6.654897719080627,34.91961505426157,50.19396599947418,18.0,20.7,27.6,31.4,39.6,31.3,28.5,29.0,29.4,29.5,24.0,20.4,Laterite,mungbean
18.069134950724507,40.38592407648068,22.196417874309926,5.680441759381438,56.114155436907865,50.7429098589568,18.8,18.7,27.9,32.7,33.7,33.4,31.4,29.7,29.0,26.3,22.1,15.5,Forest,mothbeans
19.741061165707748,61.837735920867374,88.85574006054571,6.602078782807076,79.43472196225393,136.1581145037182,16.5,21.0,27.3,36.2,38.5,33.4,34.4,31.1,33.2,28.9,26.5,21.5,Black,pigeonpeas
17.988849465976024,73.0682467266402,77.71687932922889,5.594802860571516,73.83430335909334,84.04214776237465,19.2,22.2,24.4,35.3,33.2,37.6,28.1,30.8,32.3,24.9,27.2,19.4,Black,kidneybeans
19.885891647217782,61.552087256084384,78.29403104390833,6.2687482817595015,21.761841536595146,87.04525378693928,14.8,19.0,22.1,32.6,34.8,32.5,32.2,27.1,29.4,26.5,25.1,18.3,Alluvial,chickpea
93.45414879420285,44.96353745009257,21.92145198996046,6.936201903315114,52.74367376110903,148.78817690697701,17.5,23.9,29.1,31.4,35.4,32.0,32.8,28.8,29.0,26.6,26.1,17.9,Black,coffee
81.57874560052716,45.27132794494167,42.936948190610146,6.083495241269325,80.94647141035227,197.25539653550203,21.6,21.3,27.7,33.6,34.8,36.4,28.7,28.5,30.9,22.4,26.5,18.6,Red,rice
88.98345667644746,56.99139566939621,44.38027914224507,6.5079654363184405,83.59181465064452,254.00939244650732,1.6,3.4,4.8,9.7,14.0,11.7,9.8,16.3,12.6,10.4,7.1,1.7,Forest,maize
64.93741801158338,59.377447769158245,49.53508109243513,7.635087587872498,71.16467775995946,256.6748776791484,19.2,20.0,25.8,33.0,35.4,31.4,23.3,23.8,27.5,23.8,20.8,17.7,Black,jute
