N,P,K,pH,Moisture,Temperature,Rainfall,Humidity,Soil_Type,State,Target
79.78461700356591,38.117467586231776,31.027000926451095,5.740953676534927,38.294012335007864,27.53979186130659,1775.002123200435,65.21307157005837,Laterite,Odisha,Cashew
127.51314586513782,45.850831200840084,161.35532920515448,7.117140715378663,13.24735079770831,27.332967321178213,461.0764849036841,38.72292399435366,Loamy,Maharashtra,Raisins
272.7610091671882,150.9583231238868,219.48712882864106,6.063209905645481,41.75352786380658,11.407091985730347,1203.0635101459854,67.15810908836471,Clay Loam,Jammu & Kashmir,Apple
233.00987945309294,45.07930902154891,261.1255477631066,8.503535514855256,9.582849160274263,33.75135150481615,137.79058317230815,21.81502629388224,Sandy,Rajasthan,Dates
73.57247474393068,79.409644057588,34.668942522980615,6.193309692488843,59.046380050669356,23.785499828661642,572.2054155864508,40.384308621925115,Loamy,Himachal Pradesh,Almond
233.55189152555363,69.5509021834201,338.2354945660127,6.812005502584476,47.47761602751829,25.642357645080992,1861.6519095603007,79.86016213376321,Volcanic,Bihar,Banana
131.6885741572044,46.60305871645195,21.902088245735722,6.77929819689104,48.454716850291234,20.188534229644723,592.1200885382596,41.4540803016794,Loamy,Himachal Pradesh,Almond
152.24922303990658,47.80855939911177,204.26648135620977,7.010899759386142,15.558540985654789,23.767097770783213,348.73969816510873,39.78506402024745,Loamy,Maharashtra,Raisins
268.8112851972115,75.06932493112616,310.09692512350296,6.463075608116022,47.875509506698485,27.998995138028217,1858.5153941429423,80.27967747029149,Volcanic,Maharashtra,Banana
275.61991663730413,85.89987255012694,299.12686396263484,6.885788559821417,53.370668953830425,26.685176751341487,2112.9592536799705,78.53456671435643,Alluvial,Maharashtra,Banana
128.34507616110758,56.019368576377836,68.67434294465492,6.267808942770507,37.83161495243441,25.658237525023402,691.1026984248145,56.64882657531804,Silt Loam,West Bengal,Brinjal
125.31222080721811,82.29342732566036,95.98932651962384,6.499802336183301,49.03658960098558,23.2070312520721,473.16434297443965,47.08325910835149,Loamy,Madhya Pradesh,Tomato
236.7330338376124,86.28275081058233,289.6166204472989,6.69929531764622,50.067083325249016,27.44666665405122,1891.7363459831433,79.85789064816409,Alluvial,Maharashtra,Banana
124.76142159229106,53.30257621169949,184.5103501175388,7.035860550997463,13.21347883085008,22.562291986341517,441.9177437348678,35.4938820980015,Loamy,Maharashtra,Raisins
107.46528894936196,65.47232627028147,15.510567830306908,5.892126908712804,41.62064853986512,25.358029490037822,1606.158933129792,75.46163390376677,Laterite,Odisha,Cashew
144.307338896497,62.25749572747926,119.5532863872367,5.952002796239279,18.16878890971134,23.140565125223596,740.5532764876336,48.425619609765576,Alluvial,Uttar Pradesh,Guava
122.45721190678553,27.121613736071417,115.96631968370396,6.785888402523429,23.406231236063128,28.0887937017208,517.5705707305334,41.14710434101352,Clay,Maharashtra,Fig
241.73357619570274,61.33385876242755,255.59722333352875,8.442647494037045,10.063232334792756,33.49741900999969,227.878040362735,25.74258705342451,Sandy,Rajasthan,Dates
170.78508096562652,48.23528411076687,178.26372042734772,6.385952646888672,25.166031285236745,16.054686407892774,743.0362721918934,47.65884874284365,Loamy,Ladakh,Apricot
144.89933919723916,77.87521277530428,134.4857492487981,6.5205299657142195,22.768191623669612,21.886102975680245,709.5235718233282,51.74084479467487,Loamy,Punjab,Guava
209.1554871203475,88.61906148515044,247.55240134249237,6.405623316591638,43.94952339640181,29.518221842811407,1308.398277435956,66.04406905881717,Loamy,Gujarat,Papaya
91.10907905372437,64.05956373808012,23.29007841153548,5.917891757163479,75.29395532923591,20.414221180663162,543.6972540801719,50.54208135991178,Loamy,Himachal Pradesh,Almond
137.25828051466118,55.43029286124195,139.38561989076942,6.408816986303646,27.28681977988588,25.975630602089318,1078.6880141263134,58.65197288941847,Alluvial,Bihar,Mango
175.1076936999549,47.6410112447183,203.09932192923918,6.49517152661636,23.38637055694963,17.43771963356227,747.050203268587,48.753637463091295,Loamy,Ladakh,Apricot
60.571364050956305,60.679809727760166,28.715248454930403,5.56058234296253,37.299930600183295,19.695033064165894,1449.2100077140017,77.41016839529162,Laterite,Odisha,Cashew
165.49215740664815,61.85580895348248,130.31285505811434,5.934356439406023,24.786667047736195,28.656291661226884,617.0981348149553,50.59759461254704,Loamy,Punjab,Guava
190.29167140539778,94.81453282787082,124.69249881261362,5.684884575761532,47.74992104667331,20.980680674452884,657.6467651379082,61.68433227175315,Sandy Loam,Punjab,Potato
120.59178972120884,57.59336688070342,76.57652697999333,6.106287011765264,39.081305567992544,28.813982372822252,768.2264295767517,61.90558871295438,Silt Loam,West Bengal,Brinjal
164.9417592073361,50.522025567778684,109.80930267709897,5.858672473361485,13.166561200734082,33.06158494316804,492.0988584198645,40.70761596220273,Sandy Loam,Rajasthan,Pomegranate
183.9969797079303,82.18558829157014,125.68652735024602,6.162060743730841,47.6146087908029,17.427891916890303,607.2920646721462,66.74218742584249,Sandy Loam,Uttar Pradesh,Potato
111.27437791200671,32.80181343995019,152.9378614745216,7.1367318338329735,19.049374804905526,26.74685267470077,570.0456523295599,43.63095605713432,Clay,Maharashtra,Fig
169.86315924198644,63.26060661231144,172.54049233740702,6.5069070723724645,23.773834908111084,30.76238788323141,1063.324991931111,55.15664491501185,Loamy,Uttar Pradesh,Mango
95.40835476871011,53.580744026192114,64.45234741518554,6.6084277056545355,43.689848762662486,19.329923315735776,501.8784243857648,63.17818142086769,Loamy,Madhya Pradesh,Onion
109.2436825349394,46.675378048686035,35.50384589490286,5.364957039127235,62.884203281896916,29.750543610790267,2395.9357188402255,71.71586992221724,Laterite,Odisha,Cashew
140.2743337654991,89.14187716660214,92.39826169894606,6.2833161358175165,53.5120221995458,20.156893323346697,494.59279625563937,52.719519669635346,Loamy,Karnataka,Tomato
255.17393569904502,158.38628943330147,227.75742610090248,5.977651937151626,43.92847741123281,11.595320154781618,1043.6716534515276,67.19667968710895,Clay Loam,Himachal Pradesh,Apple
104.62589610735596,27.425892173533065,124.99279113038456,7.380092872869822,16.4124297276732,29.86367279453285,569.9556076792386,35.56094907659879,Clay,Maharashtra,Fig
177.60589950436426,91.55444525807319,123.63085821475914,5.702872356075431,44.37399001628705,18.204294236947938,595.4990666539097,58.44514218737127,Sandy Loam,Punjab,Potato
250.535838465666,77.62508656993971,302.86475540427057,6.6419256046922,61.19703389594049,27.548583427736055,2026.9020916679608,81.50570120276878,Alluvial,Bihar,Banana
129.4787531740698,38.507945243870665,137.23915668372715,6.935041798228605,15.851091942781235,26.392757225675663,349.9179108887596,42.55347484856345,Loamy,Maharashtra,Raisins
182.59178571005106,27.972747374201436,215.65183076708323,6.484767119772264,28.06157308382884,21.648532130187615,649.8048708266236,50.500276050185846,Loamy,Ladakh,Apricot
143.0996914121353,67.65209273276876,37.089346124411755,7.708337135820231,40.31365693506584,32.15011752942119,287.3232212363109,29.177019959461227,Saline,Rajasthan,Pistachio
234.23914208135798,188.35384990228818,238.19579849657757,6.021899996207454,37.00899920150591,11.610893347424541,1074.5884735661546,71.44345713216788,Loamy,Jammu & Kashmir,Apple
203.74231291516577,38.76996845808535,167.16290412548608,6.474912738689414,26.10526523674828,19.547661976263896,616.2006634239913,49.0543093622328,Loamy,Ladakh,Apricot
135.43023026946526,68.92992010978398,127.31626254703535,6.196164908190913,31.907792509267697,19.457880458545425,1238.519535071995,63.814798190854695,Loamy,Bihar,Mango
182.77919291446904,52.524322301073546,150.9935212936816,6.412910348389615,18.908210174354483,32.91639013657893,615.9800140828893,40.24535281116052,Sandy Loam,Maharashtra,Pomegranate
195.6508317580053,36.796289441431284,226.6469559162573,6.841889896412848,21.357836464642812,17.850908359415122,721.5489852830647,49.93618395116651,Loamy,Ladakh,Apricot
97.53041071825874,44.77750526196061,31.387737506736038,6.927302641928748,5.787617553202114,22.01079413067531,358.2367106812927,50.32934248212075,Loamy,Himachal Pradesh,Almond
174.11902268379617,41.443878185346165,212.0765003041965,7.222322336040053,15.289960235427277,24.349373611169185,411.9784435236458,40.13012873673399,Loamy,Maharashtra,Raisins
122.66585927583976,39.8679039446319,187.18724838947554,6.882061332313502,17.56853492278317,28.967408002141664,440.54960848278995,48.44586389357696,Loamy,Maharashtra,Raisins
219.9049211902703,40.07541492620297,285.8726403798472,8.249295309211801,11.32875523960747,38.18774638268629,162.0851857025392,18.95979281517836,Sandy,Rajasthan,Dates
97.9217373846849,63.495432097589706,23.119247488250316,6.413994321805209,36.21173355499097,9.508557475899245,1048.228656203202,55.34357753873115,Silt Loam,Jammu & Kashmir,Walnut
226.88871812603907,107.5995420517771,274.86571530316763,6.762822310974164,44.018156542301625,30.038130914420872,1551.8798157563506,73.36412334648315,Loamy,Andhra Pradesh,Papaya
118.21829889911257,65.11824633687638,74.39036891756187,6.071291058513305,40.24299665170588,25.073180979534104,810.3082836015654,58.62390963735652,Silt Loam,Odisha,Brinjal
120.47663195014776,78.11232821113062,102.5286750300212,6.357670181502945,47.57370321125142,21.98737505343099,517.9554724606138,52.06669336715637,Black,Karnataka,Tomato
221.12675781356782,99.52444521711612,228.24513148094624,6.507818754945444,40.66123645453321,27.515163702497272,1615.5976598837788,73.29258246051165,Loamy,Gujarat,Papaya
46.22026761813715,70.68157613538378,25.144103031317037,5.444372898019349,49.867544262799946,28.308863194390668,1742.99111251603,66.41318346168015,Laterite,Odisha,Cashew
127.43196668184433,43.08198785143252,158.52022533697735,7.06483792699122,14.74718252259412,24.35402645249549,477.30417104233936,41.46564089444207,Loamy,Maharashtra,Raisins
7.739224658099584,68.81611188404989,29.291793645533,6.452222192757776,59.08862384098194,15.422443269142374,948.4583137197092,62.90492786133323,Silt Loam,Jammu & Kashmir,Walnut
202.91925395520144,110.65120035459604,246.2079980244986,6.723820758495094,39.863973826143535,31.10729995024795,1758.3965118181804,67.46586093238425,Loamy,Andhra Pradesh,Papaya
229.8271995026299,45.27350285989053,253.81686456048018,8.61282910371032,8.073839045184657,38.670131069954174,197.34432380611597,25.377084695008545,Sandy,Rajasthan,Dates
177.5656585817806,81.97319319704167,107.40104257309389,5.219362936318358,45.319408605444146,21.08799180494917,621.9060655852868,56.82331273074938,Sandy Loam,Punjab,Potato
126.5978542250007,62.58029290314147,149.9689038071173,6.2423745567319555,31.474815546010394,28.890395839682462,1116.792937297955,58.06672278788851,Loamy,Uttar Pradesh,Mango
166.47664308810806,56.640481859566684,139.85896658510862,6.79219480124283,15.258879202334109,33.22572890707713,460.03088215799005,41.950260426691635,Sandy Loam,Rajasthan,Pomegranate
88.03525566231717,21.10898637906566,11.243543876867754,6.3669381640624545,39.27652142990918,18.797836588212647,1059.9972532946651,58.93207842482633,Silt Loam,Jammu & Kashmir,Walnut
124.09262992094659,69.83462510130175,77.32766345405442,6.1566945807318065,38.822494125795345,24.57115090684753,719.3988248041351,61.94571996669617,Silt Loam,Odisha,Brinjal
176.19893998224848,90.25179823103883,133.85899841498193,5.243678846097954,52.31105324939431,18.80318579193161,733.5655140293959,62.70161863973548,Sandy Loam,Punjab,Potato
133.77522038730186,44.1202822861424,192.0469555020584,7.543623236893135,15.30351165610394,26.102751090421442,449.0934883798316,32.6887818354273,Loamy,Maharashtra,Raisins
124.57512529309534,39.1464890664812,140.46175288868412,7.165027459697098,18.000124770401023,29.85136537133824,550.9536466850211,37.72307554471262,Clay,Maharashtra,Fig
13.273155850572968,37.18102522106943,18.864797975826797,7.633539846057012,42.8465018443567,30.665846307610785,383.3797744610724,26.917032929676903,Saline,Rajasthan,Pistachio
242.82152631866512,55.06136371286863,289.04475005587227,8.757312893329,13.574174342654095,35.89851934569336,198.15279976532108,18.335890255565612,Sandy,Rajasthan,Dates
140.23939135231058,76.23858577697999,119.57736600637847,6.242276596196538,17.062144230624256,21.860726373500427,714.1409554851791,45.62735273268268,Alluvial,Punjab,Guava
120.13640975571722,31.640389274304795,134.1132605652733,6.809218463819133,18.823697886027205,27.456162355313115,605.0209602212404,39.26738690621344,Clay,Maharashtra,Fig
190.2855944574075,39.50905196279768,195.16288404569073,6.60593353937707,22.36560370691489,17.308321239335367,719.1499939858166,53.32614873423177,Loamy,Ladakh,Apricot
142.50869726390113,70.97939285979848,156.87104547423706,6.1602098017714715,32.27576458045053,28.883881260179322,1155.747263593556,62.63238329126903,Alluvial,Uttar Pradesh,Mango
200.25952281578722,27.427112515745794,216.1081786555215,6.5991818069019885,33.260832860807746,13.473616136588374,737.5229978919602,48.67330770638077,Loamy,Ladakh,Apricot
242.56721518989536,186.27631506902804,196.8162786954598,6.207757329301462,41.922285786157055,11.543939508562119,1220.480608689344,67.67518299404499,Clay Loam,Himachal Pradesh,Apple
250.252326313593,48.9328861128566,263.3432531287947,8.693866476448168,12.44009135090848,39.679663952787294,228.57571614530642,22.933223281266446,Sandy,Rajasthan,Dates
143.24502777191734,51.22868485160945,207.18169844098028,7.2567636428073214,14.150516918743191,22.705410074675864,414.11612796002305,40.21786191182118,Loamy,Maharashtra,Raisins
106.60747416617254,51.23422850461012,60.95163520810819,6.951563255896463,41.261947369971246,18.939768100373815,499.0833010720483,62.765128164021874,Clay,Madhya Pradesh,Onion
182.86098502583727,104.83483708034152,270.25619656958617,6.633795964270357,37.97142610662857,28.150246998732154,1654.0703936634002,71.1199013147616,Loamy,Gujarat,Papaya
163.76328049604905,54.038003007970936,155.58401027267647,6.845084877423544,26.944924669465188,32.236758690953685,906.0451413326235,60.483580047272795,Alluvial,Bihar,Mango
179.4765051193702,77.40681933560916,125.13551852426036,5.438925548129261,51.388952084561474,20.247286465382928,619.1288167221401,63.458261900801105,Sandy Loam,Punjab,Potato
62.17237118334726,70.36816083556148,18.0717446019857,6.894576240510241,20.317272362295103,17.643014516509385,980.5011706882156,63.225051779288854,Silt Loam,Jammu & Kashmir,Walnut
147.08729314630253,52.16528141823028,25.013281532276174,6.885843825806188,49.61941665635311,17.560801231452952,622.1822498358142,40.76948053669984,Loamy,Himachal Pradesh,Almond
