N,P,K,pH,Moisture,Temperature,Rainfall,Humidity,Soil_Type,State,Target
142.49840105814368,80.72457039182157,11.491827786259138,5.449664884025143,68.39349539354662,29.18889482122935,1234.2026390603705,67.07138695605404,Red Sandy,Odisha,Cashew
166.55738068625064,47.63953562628218,240.65581579650836,7.600917658218129,15.032419020833014,32.59021309990362,517.1166393296697,38.35322906763912,Loamy,Maharashtra,Raisins
234.29727021213017,194.3092162163005,232.84278745734738,5.919358532817932,33.42633591264397,6.772562902078294,1101.2248127346943,67.98913042774392,Clay Loam,Himachal Pradesh,Apple
224.48171299734474,37.176053903353754,270.34176548464484,9.496959127458746,11.23729562672239,41.14593856703392,118.37139193885405,26.653189672439943,Sandy,Rajasthan,Dates
71.2462855398421,83.35082191079718,29.009691392726662,5.684057946434322,41.05657796506421,22.0003899418273,538.8275456833362,62.94619900033747,Sandy Loam,Himachal Pradesh,Almond
247.41704729654927,67.70371345414551,260.73359051946545,6.399420704918127,54.586211903501805,33.46240001691462,1528.9964456169723,88.83855993404286,Volcanic,Bihar,Banana
166.75906252982318,11.349359444490418,35.13148842151714,5.766191776836489,61.564552591283665,21.812507898177092,358.1739143121452,41.69388969027679,Loamy,Himachal Pradesh,Almond
124.9038685128975,45.11899339520569,172.162284717619,7.438643380169997,19.24309101472899,21.85170452520667,555.1793302578584,46.73432373406021,Loamy,Maharashtra,Raisins
288.63780093614935,78.86721806999535,369.038655878491,7.349738989955322,57.10266263299086,31.73884905651547,2376.719347834921,70.78347654427512,Volcanic,Bihar,Banana
299.43295754734294,71.93332301832639,294.0974363174606,7.365571122439803,45.10892137189657,22.206047595870896,2448.301614600345,73.28707538926923,Volcanic,Bihar,Banana
145.23061655814155,71.6392209952734,74.95780866731629,6.208515319095287,46.27290223780882,21.357496194599975,627.51865931831,68.20732308349812,Silt Loam,West Bengal,Brinjal
119.78233510964247,87.76219925895951,95.18647525559017,6.911345194333162,53.26728645943477,20.933710953488717,598.9880925149171,57.25156914308059,Loamy,Madhya Pradesh,Tomato
292.4524223766276,84.35462544744121,366.84235395280405,7.44907387430955,53.1747468638059,34.512082450855715,1517.0666901309216,88.12271786595541,Volcanic,Bihar,Banana
132.26981852049008,44.663818716973765,142.8091560555828,7.228234774383139,14.205553850960833,26.527291684406627,300.57021313453373,48.79757917756273,Loamy,Maharashtra,Raisins
72.74316987872629,66.08156236246647,11.260113477045143,6.46305821206868,61.030910896924695,26.812158763256328,815.5935912154218,66.17285439421752,Red Sandy,Odisha,Cashew
